"AT3G07350" NA
"AT2G26980" NA
"AT1G49500" NA
"AT1G13300" NA
"AT1G80380" NA
"AT1G24280" NA
"AT3G25790" NA
"ATCG00120" NA
"AT4G38470" NA
"AT5G05410" NA
"ATMG00830" NA
"AT3G60750" NA
"ATCG00340" NA
"AT4G02380" NA
"AT3G15450" NA
"AT1G27730" NA
"AT4G05390" NA
"AT2G40000" NA
"AT1G12740" NA
"AT4G34410" NA
"AT1G76600" NA
"AT5G40850" NA
"AT5G41670" NA
"AT1G80840" NA
"AT5G65660" NA
"ATCG00710" NA
"AT1G74450" NA
"ATCG00480" NA
"AT1G16170" NA
"AT3G61190" NA
"AT5G59820" NA
"AT3G02840" NA
"AT2G39400" NA
"AT5G67420" NA
"AT1G19210" NA
"AT1G52560" NA
"AT1G78050" NA
"AT1G18740" NA
"AT4G37540" NA
"AT3G20340" NA
"AT2G44840" NA
"AT1G74930" NA
"AT1G30510" NA
"AT4G17500" NA
"ATCG00630" NA
"AT4G39670" NA
"AT5G42380" NA
"AT3G48360" NA
"AT2G41730" NA
"AT4G29780" NA
"AT5G13110" NA
"AT4G11280" NA
"AT3G46280" NA
"AT3G23030" NA
"AT1G05680" NA
"AT4G01870" NA
"AT2G15890" NA
"AT5G66650" NA
"AT4G10350" NA
